customer_id,enquiry_date,total_credit_cards,credit_utilization_ratio,oldest_account_months,recent_defaults
CUST07507,2024-01-03,3,0.24,49,1
CUST07508,2023-02-07,4,0.15,72,1
CUST07509,2023-03-13,6,0.34,91,0
CUST07510,2024-04-02,0,0.53,35,0
CUST07511,2024-08-09,4,0.11,217,1
CUST07512,2023-10-05,1,0.68,224,0
CUST07513,2023-08-10,5,0.78,11,0
CUST07514,2024-07-18,5,0.78,190,0
CUST07515,2024-08-02,3,0.53,92,2
CUST07516,2024-09-23,2,0.24,167,0
CUST07517,2024-02-24,1,0.13,213,0
CUST07518,2023-11-05,1,0.28,91,0
CUST07519,2023-12-19,0,0.77,200,0
CUST07520,2023-02-23,5,0.23,112,0
CUST07521,2023-11-25,0,0.63,109,2
CUST07522,2024-07-28,7,0.28,225,0
CUST07523,2023-10-06,3,0.09,169,0
CUST07524,2024-07-01,4,0.63,50,1
CUST07525,2023-04-11,6,0.34,42,0
CUST07526,2023-05-02,5,0.82,81,0
CUST07527,2024-03-29,7,0.42,238,0
CUST07528,2024-05-22,4,0.56,50,2
CUST07529,2023-03-19,1,0.9,183,0
CUST07530,2024-08-04,8,0.76,170,0
CUST07531,2024-05-01,3,0.46,177,1
CUST07532,2024-04-10,8,0.3,95,1
CUST07533,2023-12-24,5,0.63,74,0
CUST07534,2024-04-05,4,0.82,182,2
CUST07535,2024-08-25,5,0.61,237,0
CUST07536,2023-06-17,2,0.28,120,0
CUST07537,2024-12-14,7,0.84,139,2
CUST07538,2023-04-03,8,0.66,203,0
CUST07539,2023-12-24,1,0.18,58,0
CUST07540,2023-07-11,7,0.93,74,0
CUST07541,2023-09-23,2,0.2,74,0
CUST07542,2023-10-10,4,0.92,57,0
CUST07543,2023-06-19,8,0.65,184,0
CUST07544,2023-10-28,4,0.61,96,0
CUST07545,2024-05-08,3,0.76,154,0
CUST07546,2023-06-05,3,0.44,122,0
CUST07547,2024-04-21,6,0.41,140,0
CUST07548,2023-10-23,8,0.42,180,0
CUST07549,2024-04-12,1,0.95,112,0
CUST07550,2023-11-29,0,0.9,72,1
CUST07551,2023-08-02,5,0.51,157,1
CUST07552,2024-11-11,4,0.94,231,2
CUST07553,2023-05-02,3,0.63,109,0
CUST07554,2023-11-24,3,0.4,178,2
CUST07555,2023-04-17,0,0.33,100,0
CUST07556,2024-06-15,8,0.38,172,0
CUST07557,2023-10-22,1,0.39,94,1
CUST07558,2024-10-18,2,0.33,220,0
CUST07559,2024-08-19,2,0.6,24,0
CUST07560,2024-07-25,2,0.9,153,0
CUST07561,2024-10-23,0,0.68,218,0
CUST07562,2024-01-02,1,0.62,82,0
CUST07563,2024-09-21,7,0.7,154,1
CUST07564,2023-08-08,0,0.74,17,0
CUST07565,2024-08-28,5,0.27,201,0
CUST07566,2023-04-11,7,0.9,199,0
CUST07567,2023-08-06,8,0.74,27,3
CUST07568,2023-09-17,7,0.48,117,0
CUST07569,2023-07-02,2,0.27,220,0
CUST07570,2023-02-05,3,0.48,129,0
CUST07571,2024-04-07,6,0.53,154,0
CUST07572,2024-05-14,3,0.1,97,1
CUST07573,2024-07-16,8,0.42,57,0
CUST07574,2023-04-01,6,0.79,191,0
CUST07575,2024-03-18,7,0.79,79,3
CUST07576,2023-01-26,5,0.89,175,0
CUST07577,2024-10-08,6,0.44,152,2
CUST07578,2023-10-01,1,0.83,199,0
CUST07579,2023-11-04,4,0.44,65,1
CUST07580,2024-06-12,5,0.06,180,0
CUST07581,2024-02-21,6,0.76,153,2
CUST07582,2024-12-16,0,0.68,160,0
CUST07583,2024-10-21,6,0.8,92,0
CUST07584,2024-01-19,0,0.67,119,2
CUST07585,2023-11-17,7,0.36,216,0
CUST07586,2023-04-30,0,0.75,190,0
CUST07587,2023-08-22,4,0.51,52,0
CUST07588,2023-11-30,4,0.33,182,0
CUST07589,2023-05-12,0,0.21,233,0
CUST07590,2024-01-25,0,0.36,102,0
CUST07591,2024-12-19,7,0.54,87,0
CUST07592,2024-05-20,2,0.92,41,0
CUST07593,2023-05-20,3,0.08,82,2
CUST07594,2023-08-25,7,0.31,201,1
CUST07595,2024-11-11,2,0.18,99,0
CUST07596,2023-04-22,7,0.06,105,0
CUST07597,2023-07-06,6,0.57,200,0
CUST07598,2023-01-17,3,0.3,185,1
CUST07599,2023-06-02,5,0.79,151,2
CUST07600,2023-08-11,8,0.83,35,0
CUST07601,2023-02-03,3,0.26,94,1
CUST07602,2023-09-21,6,0.28,173,0
CUST07603,2024-11-25,2,0.38,61,1
CUST07604,2023-04-10,8,0.87,41,1
CUST07605,2024-02-20,7,0.22,74,0
CUST07606,2023-08-22,0,0.9,177,0
CUST07607,2024-09-23,4,0.19,111,1
CUST07608,2024-06-18,3,0.12,73,0
CUST07609,2024-02-01,7,0.76,175,0
CUST07610,2023-06-02,3,0.64,204,0
CUST07611,2023-09-06,0,0.67,101,0
CUST07612,2024-05-21,7,0.87,208,0
CUST07613,2024-07-15,5,0.32,183,1
CUST07614,2023-09-21,7,0.38,102,3
CUST07615,2024-09-19,2,0.53,146,0
CUST07616,2023-11-26,2,0.9,100,0
CUST07617,2023-08-03,5,0.81,176,0
CUST07618,2024-07-16,5,0.64,7,0
CUST07619,2024-08-19,1,0.84,57,0
CUST07620,2023-02-03,1,0.17,235,0
CUST07621,2023-01-22,6,0.25,37,0
CUST07622,2023-02-24,0,0.15,98,0
CUST07623,2024-06-19,3,0.56,162,0
CUST07624,2024-01-20,2,0.05,134,0
CUST07625,2023-06-19,1,0.36,55,0
CUST07626,2024-07-19,4,0.41,224,0
CUST07627,2023-04-17,8,0.2,197,0
CUST07628,2024-05-25,0,0.59,99,0
CUST07629,2023-05-29,1,0.82,183,0
CUST07630,2024-08-06,5,0.27,100,0
CUST07631,2024-05-19,7,0.86,192,0
CUST07632,2024-05-23,1,0.47,69,0
CUST07633,2024-05-27,3,0.57,102,0
CUST07634,2023-09-26,7,0.08,131,0
CUST07635,2023-10-24,2,0.45,201,0
CUST07636,2024-06-09,3,0.65,127,0
CUST07637,2024-08-17,2,0.87,193,0
CUST07638,2023-11-04,4,0.65,17,0
CUST07639,2024-12-05,1,0.52,73,2
CUST07640,2024-01-31,3,0.2,98,0
CUST07641,2024-01-12,3,0.05,18,2
CUST07642,2024-04-06,8,0.63,168,0
CUST07643,2024-04-13,4,0.63,240,0
CUST07644,2023-01-08,7,0.91,170,0
CUST07645,2023-09-09,4,0.55,31,0
CUST07646,2024-06-11,3,0.85,82,0
CUST07647,2024-12-09,1,0.24,35,0
CUST07648,2024-03-31,4,0.07,212,1
CUST07649,2024-08-06,0,0.37,141,3
CUST07650,2023-04-02,5,0.12,223,0
CUST07651,2024-03-24,8,0.56,41,2
CUST07652,2024-11-15,0,0.95,122,0
CUST07653,2023-12-23,1,0.14,230,0
CUST07654,2024-05-14,8,0.29,196,0
CUST07655,2024-05-07,4,0.39,144,0
CUST07656,2023-10-27,1,0.47,40,0
CUST07657,2023-11-04,5,0.21,204,0
CUST07658,2023-05-10,4,0.22,218,2
CUST07659,2023-04-04,3,0.14,9,1
CUST07660,2023-06-09,2,0.51,61,0
CUST07661,2024-12-09,3,0.08,79,0
CUST07662,2023-01-26,3,0.06,71,1
CUST07663,2024-07-15,4,0.4,126,3
CUST07664,2023-04-03,5,0.25,217,0
CUST07665,2024-06-22,4,0.8,17,0
CUST07666,2023-01-13,3,0.54,27,0
CUST07667,2024-10-20,3,0.1,8,0
CUST07668,2023-03-26,1,0.29,199,0
CUST07669,2024-08-12,7,0.52,163,1
CUST07670,2023-06-12,7,0.47,67,1
CUST07671,2024-06-29,6,0.71,29,0
CUST07672,2024-10-08,3,0.14,97,2
CUST07673,2024-09-08,1,0.15,93,0
CUST07674,2023-05-14,8,0.57,146,0
CUST07675,2024-04-14,8,0.46,31,0
CUST07676,2024-02-03,3,0.34,152,1
CUST07677,2024-09-05,3,0.91,115,0
CUST07678,2023-12-11,0,0.82,183,2
CUST07679,2023-12-12,1,0.41,46,0
CUST07680,2023-06-29,0,0.18,37,0
CUST07681,2024-06-26,7,0.73,113,1
CUST07682,2024-08-29,7,0.37,100,0
CUST07683,2024-03-28,6,0.37,30,0
CUST07684,2024-08-25,0,0.6,50,0
CUST07685,2024-06-11,7,0.54,181,0
CUST07686,2024-05-10,5,0.44,52,0
CUST07687,2024-08-14,3,0.27,191,0
CUST07688,2024-11-16,4,0.74,232,0
CUST07689,2023-12-10,5,0.26,34,1
CUST07690,2024-11-28,4,0.93,177,0
CUST07691,2023-02-15,3,0.78,13,2
CUST07692,2024-05-23,6,0.6,217,1
CUST07693,2024-08-16,7,0.23,208,0
CUST07694,2023-03-09,3,0.2,135,1
CUST07695,2024-07-12,1,0.6,131,0
CUST07696,2024-03-30,0,0.44,96,1
CUST07697,2023-09-10,1,0.39,98,3
CUST07698,2024-09-25,1,0.16,113,0
CUST07699,2024-09-15,7,0.67,56,1
CUST07700,2024-09-11,3,0.07,158,0
CUST07701,2024-07-30,1,0.1,151,0
CUST07702,2023-08-21,8,0.17,157,0
CUST07703,2024-02-08,7,0.07,188,0
CUST07704,2024-01-10,6,0.07,109,2
CUST07705,2023-01-31,7,0.57,140,0
CUST07706,2024-06-23,4,0.57,107,0
CUST07707,2024-09-01,4,0.13,37,3
CUST07708,2023-12-22,3,0.85,73,0
CUST07709,2023-03-21,8,0.72,36,0
CUST07710,2024-09-25,7,0.76,177,2
CUST07711,2024-09-11,3,0.75,47,2
CUST07712,2024-09-24,3,0.92,218,0
CUST07713,2023-03-24,3,0.45,88,0
CUST07714,2024-05-20,5,0.72,17,0
CUST07715,2024-04-16,1,0.57,170,0
CUST07716,2023-12-05,8,0.52,189,1
CUST07717,2023-08-11,4,0.92,120,2
CUST07718,2024-09-19,6,0.31,124,0
CUST07719,2024-08-21,1,0.22,127,0
CUST07720,2023-03-22,0,0.57,98,0
CUST07721,2023-02-12,3,0.3,115,2
CUST07722,2023-12-25,7,0.18,235,0
CUST07723,2023-10-15,0,0.74,229,0
CUST07724,2023-04-14,3,0.18,173,0
CUST07725,2023-12-27,4,0.82,177,0
CUST07726,2024-09-21,6,0.74,240,1
CUST07727,2024-06-30,7,0.48,143,0
CUST07728,2024-10-27,6,0.33,195,0
CUST07729,2024-11-09,8,0.53,221,0
CUST07730,2024-06-14,0,0.76,44,0
CUST07731,2023-06-26,4,0.18,90,0
CUST07732,2023-04-22,1,0.06,124,1
CUST07733,2024-08-16,1,0.78,26,0
CUST07734,2024-12-29,8,0.88,227,0
CUST07735,2023-06-20,3,0.09,160,0
CUST07736,2024-08-15,3,0.15,66,0
CUST07737,2024-05-06,8,0.06,21,0
CUST07738,2024-08-15,7,0.41,65,0
CUST07739,2023-07-10,7,0.82,174,2
CUST07740,2024-05-19,5,0.14,47,0
CUST07741,2023-08-11,8,0.29,197,3
CUST07742,2024-05-02,7,0.7,8,0
CUST07743,2024-03-07,1,0.75,236,0
CUST07744,2024-09-08,1,0.94,137,0
CUST07745,2023-06-30,1,0.54,37,0
CUST07746,2023-10-21,7,0.63,144,0
CUST07747,2023-06-03,0,0.28,148,0
CUST07748,2024-08-24,2,0.9,66,2
CUST07749,2024-02-19,2,0.63,210,0
CUST07750,2023-05-23,3,0.67,92,0
CUST07751,2023-04-26,6,0.89,158,0
CUST07752,2024-05-24,5,0.33,45,0
CUST07753,2024-11-07,4,0.77,225,2
CUST07754,2023-12-28,5,0.27,31,2
CUST07755,2023-09-26,1,0.35,160,0
CUST07756,2024-05-06,0,0.38,139,1
CUST07757,2024-01-01,5,0.8,164,0
CUST07758,2024-01-11,0,0.81,173,2
CUST07759,2024-05-02,1,0.44,110,0
CUST07760,2024-04-05,8,0.42,195,1
CUST07761,2024-07-10,5,0.16,51,0
CUST07762,2024-07-17,5,0.93,47,0
CUST07763,2024-11-01,5,0.75,85,0
CUST07764,2024-09-02,4,0.27,131,0
CUST07765,2024-04-23,4,0.66,15,0
CUST07766,2023-05-31,1,0.83,27,1
CUST07767,2023-10-13,1,0.45,108,0
CUST07768,2023-07-21,6,0.18,184,1
CUST07769,2024-04-04,3,0.62,231,0
CUST07770,2023-05-31,2,0.83,227,0
CUST07771,2024-11-28,3,0.73,6,0
CUST07772,2023-06-13,7,0.71,159,0
CUST07773,2024-05-08,2,0.46,162,0
CUST07774,2023-11-04,1,0.89,11,0
CUST07775,2024-12-19,0,0.31,151,0
CUST07776,2023-11-13,3,0.81,134,0
CUST07777,2024-01-31,5,0.82,196,2
CUST07778,2023-02-16,1,0.72,79,1
CUST07779,2023-07-03,4,0.29,32,0
CUST07780,2024-12-17,8,0.86,18,0
CUST07781,2023-04-18,6,0.44,12,0
CUST07782,2023-06-09,3,0.08,92,0
CUST07783,2023-03-21,5,0.9,114,0
CUST07784,2024-04-20,4,0.76,115,0
CUST07785,2023-01-12,3,0.66,204,0
CUST07786,2024-09-26,8,0.36,119,1
CUST07787,2023-04-10,3,0.7,39,0
CUST07788,2024-12-07,6,0.12,156,0
CUST07789,2024-04-05,5,0.75,240,0
CUST07790,2024-05-28,0,0.33,90,0
CUST07791,2023-03-12,4,0.9,181,2
CUST07792,2023-04-23,7,0.39,208,0
CUST07793,2024-02-27,7,0.51,19,0
CUST07794,2023-04-29,2,0.07,163,0
CUST07795,2024-03-29,8,0.13,40,1
CUST07796,2024-10-01,1,0.7,154,0
CUST07797,2023-10-14,7,0.92,53,0
CUST07798,2023-02-09,2,0.15,205,0
CUST07799,2023-10-26,1,0.31,88,0
CUST07800,2023-07-04,6,0.73,87,1
CUST07801,2024-05-04,4,0.63,6,0
CUST07802,2024-02-18,1,0.46,98,0
CUST07803,2024-04-18,8,0.14,60,0
CUST07804,2023-01-31,3,0.5,194,0
CUST07805,2024-06-24,8,0.29,79,2
CUST07806,2024-08-26,4,0.15,93,0
CUST07807,2024-04-26,8,0.92,178,0
CUST07808,2023-04-22,0,0.7,188,0
CUST07809,2023-02-08,0,0.59,35,0
CUST07810,2023-12-12,8,0.12,194,0
CUST07811,2023-09-13,7,0.74,58,0
CUST07812,2023-01-02,7,0.84,93,0
CUST07813,2024-05-18,5,0.56,50,1
CUST07814,2023-09-03,2,0.43,78,0
CUST07815,2023-09-17,5,0.76,167,0
CUST07816,2023-05-06,5,0.63,30,0
CUST07817,2023-11-06,3,0.74,17,0
CUST07818,2024-11-12,6,0.95,202,1
CUST07819,2023-11-05,3,0.77,41,0
CUST07820,2023-06-25,4,0.65,36,0
CUST07821,2023-11-07,6,0.75,24,3
CUST07822,2023-07-16,2,0.44,130,0
CUST07823,2024-07-13,0,0.94,126,0
CUST07824,2024-06-23,2,0.16,163,0
CUST07825,2024-04-23,5,0.4,41,3
CUST07826,2024-05-01,2,0.73,158,0
CUST07827,2024-04-14,8,0.54,169,0
CUST07828,2023-07-18,1,0.76,141,0
CUST07829,2023-11-10,0,0.67,36,0
CUST07830,2023-02-04,6,0.48,189,0
CUST07831,2023-12-24,2,0.73,115,0
CUST07832,2023-04-15,2,0.86,166,0
CUST07833,2024-08-15,3,0.28,181,0
CUST07834,2024-10-24,6,0.19,33,0
CUST07835,2024-06-18,2,0.57,49,0
CUST07836,2024-03-15,1,0.32,170,0
CUST07837,2024-08-15,4,0.68,147,0
CUST07838,2023-03-17,7,0.26,76,2
CUST07839,2023-12-22,2,0.32,20,0
CUST07840,2024-07-26,3,0.46,176,2
CUST07841,2024-09-14,7,0.1,63,0
CUST07842,2024-02-27,2,0.3,48,0
CUST07843,2023-07-13,0,0.11,176,0
CUST07844,2024-02-08,1,0.24,206,1
CUST07845,2023-07-16,5,0.55,206,0
CUST07846,2023-11-13,8,0.93,184,1
CUST07847,2024-06-22,7,0.1,63,0
CUST07848,2024-08-19,1,0.75,203,0
CUST07849,2024-10-10,2,0.06,26,0
CUST07850,2023-10-14,5,0.13,133,0
CUST07851,2024-02-16,4,0.67,6,3
CUST07852,2023-06-30,7,0.13,165,1
CUST07853,2023-11-10,1,0.45,100,1
CUST07854,2024-06-25,0,0.51,170,2
CUST07855,2023-06-01,4,0.47,54,0
CUST07856,2023-09-08,2,0.71,168,0
CUST07857,2024-10-29,2,0.29,69,0
CUST07858,2024-08-07,0,0.85,82,0
CUST07859,2024-12-13,6,0.36,49,1
CUST07860,2023-05-05,7,0.22,194,0
CUST07861,2024-04-14,7,0.29,93,2
CUST07862,2024-07-17,8,0.4,76,0
CUST07863,2024-07-08,4,0.71,42,1
CUST07864,2023-01-29,3,0.7,148,0
CUST07865,2024-07-08,4,0.56,114,2
CUST07866,2023-07-27,7,0.58,139,2
CUST07867,2023-06-10,5,0.12,69,0
CUST07868,2024-08-06,1,0.23,71,0
CUST07869,2024-12-24,8,0.66,31,0
CUST07870,2024-12-02,5,0.81,215,2
CUST07871,2023-07-11,8,0.79,162,0
CUST07872,2023-06-27,7,0.14,8,0
CUST07873,2024-06-15,5,0.22,32,0
CUST07874,2024-01-27,5,0.07,149,0
CUST07875,2024-11-09,6,0.89,160,0
CUST07876,2023-02-27,8,0.78,179,0
CUST07877,2023-09-18,2,0.23,116,1
CUST07878,2024-10-05,1,0.61,56,0
CUST07879,2023-07-30,6,0.13,184,0
CUST07880,2024-11-01,8,0.52,204,1
CUST07881,2023-04-28,7,0.71,55,0
CUST07882,2024-04-28,4,0.4,97,0
CUST07883,2024-06-24,5,0.73,175,1
CUST07884,2023-01-06,1,0.85,219,0
CUST07885,2023-01-24,3,0.47,122,1
CUST07886,2024-01-14,3,0.09,147,0
CUST07887,2024-03-30,1,0.56,209,0
CUST07888,2024-08-03,4,0.73,182,0
CUST07889,2024-11-29,8,0.81,66,0
CUST07890,2024-03-12,0,0.2,103,1
CUST07891,2024-08-08,2,0.65,60,1
CUST07892,2023-05-21,7,0.45,188,0
CUST07893,2023-05-19,6,0.26,10,0
CUST07894,2023-05-09,0,0.15,169,0
CUST07895,2023-11-18,7,0.84,70,1
CUST07896,2024-07-26,3,0.73,25,2
CUST07897,2024-12-27,5,0.13,50,0
CUST07898,2024-08-16,5,0.67,45,0
CUST07899,2024-11-03,4,0.45,107,1
CUST07900,2024-09-02,4,0.82,218,2
CUST07901,2024-07-29,7,0.62,14,0
CUST07902,2024-01-31,0,0.72,235,1
CUST07903,2024-06-17,2,0.53,172,0
CUST07904,2023-08-31,2,0.91,145,0
CUST07905,2024-11-13,8,0.54,22,1
CUST07906,2023-09-30,6,0.59,119,2
CUST07907,2023-02-02,8,0.9,215,2
CUST07908,2024-09-03,3,0.62,62,1
CUST07909,2023-05-03,1,0.48,140,1
CUST07910,2024-03-10,1,0.86,87,0
CUST07911,2023-04-07,6,0.92,200,0
CUST07912,2023-06-16,5,0.36,227,0
CUST07913,2024-03-23,2,0.43,160,0
CUST07914,2024-11-30,6,0.74,54,1
CUST07915,2024-07-12,0,0.73,199,0
CUST07916,2023-10-19,5,0.44,135,0
CUST07917,2023-01-30,6,0.76,221,2
CUST07918,2024-07-19,7,0.54,176,0
CUST07919,2023-03-24,5,0.71,147,2
CUST07920,2023-04-27,7,0.35,126,0
CUST07921,2024-11-11,0,0.63,168,0
CUST07922,2024-01-13,0,0.2,48,0
CUST07923,2023-07-31,7,0.64,119,1
CUST07924,2023-10-27,1,0.09,180,0
CUST07925,2023-09-20,1,0.84,130,0
CUST07926,2024-11-27,0,0.36,90,0
CUST07927,2023-07-20,7,0.63,55,0
CUST07928,2023-06-26,4,0.76,138,0
CUST07929,2023-07-03,7,0.11,189,0
CUST07930,2023-01-28,8,0.11,106,0
CUST07931,2023-09-10,3,0.26,156,0
CUST07932,2024-01-01,3,0.33,29,0
CUST07933,2023-01-25,4,0.75,90,0
CUST07934,2023-08-06,5,0.95,143,0
CUST07935,2024-07-08,1,0.63,211,0
CUST07936,2024-11-20,0,0.54,163,0
CUST07937,2024-02-08,5,0.76,153,0
CUST07938,2023-11-08,8,0.81,104,0
CUST07939,2023-04-17,0,0.2,132,1
CUST07940,2023-12-08,8,0.12,211,0
CUST07941,2023-02-11,6,0.84,128,1
CUST07942,2024-05-04,6,0.64,106,0
CUST07943,2023-05-17,1,0.28,206,0
CUST07944,2024-04-18,6,0.38,217,0
CUST07945,2023-04-18,8,0.15,183,1
CUST07946,2024-07-20,8,0.3,40,3
CUST07947,2024-03-20,8,0.8,10,1
CUST07948,2024-07-30,4,0.26,96,1
CUST07949,2024-04-14,5,0.61,209,1
CUST07950,2024-08-03,1,0.32,188,3
CUST07951,2024-06-13,0,0.13,127,0
CUST07952,2024-10-15,6,0.26,221,0
CUST07953,2024-12-24,5,0.9,106,0
CUST07954,2024-04-09,1,0.84,32,0
CUST07955,2023-05-28,1,0.58,122,1
CUST07956,2024-09-06,2,0.72,101,0
CUST07957,2024-04-04,2,0.88,144,0
CUST07958,2023-03-19,2,0.14,160,0
CUST07959,2023-02-16,2,0.23,56,0
CUST07960,2023-10-14,6,0.37,11,0
CUST07961,2023-10-09,8,0.56,148,0
CUST07962,2023-09-24,4,0.3,25,0
CUST07963,2023-05-08,1,0.59,178,0
CUST07964,2023-04-24,1,0.35,57,0
CUST07965,2024-01-17,3,0.41,159,0
CUST07966,2023-03-22,2,0.94,98,0
CUST07967,2024-04-25,6,0.85,127,0
CUST07968,2023-06-22,8,0.81,71,1
CUST07969,2024-09-12,1,0.61,160,0
CUST07970,2024-10-11,4,0.68,55,0
CUST07971,2023-08-19,0,0.6,123,0
CUST07972,2023-10-02,5,0.4,153,0
CUST07973,2024-01-13,4,0.14,199,0
CUST07974,2023-03-19,2,0.31,143,0
CUST07975,2024-12-16,4,0.57,52,0
CUST07976,2024-04-30,1,0.29,22,2
CUST07977,2023-05-09,1,0.58,125,0
CUST07978,2023-08-27,5,0.68,144,0
CUST07979,2024-12-17,5,0.07,212,0
CUST07980,2023-01-21,5,0.31,131,0
CUST07981,2023-10-07,5,0.17,19,1
CUST07982,2024-04-05,7,0.29,153,0
CUST07983,2023-05-18,2,0.07,17,0
CUST07984,2024-07-20,0,0.91,208,0
CUST07985,2024-09-10,8,0.75,55,0
CUST07986,2023-01-11,4,0.85,176,0
CUST07987,2023-06-30,4,0.72,125,0
CUST07988,2023-03-13,3,0.66,100,0
CUST07989,2023-06-29,3,0.81,219,0
CUST07990,2023-01-16,4,0.63,90,0
CUST07991,2023-08-14,2,0.93,6,0
CUST07992,2023-04-07,5,0.73,96,0
CUST07993,2024-02-02,1,0.25,47,0
CUST07994,2024-01-20,0,0.39,217,0
CUST07995,2023-09-24,0,0.76,106,0
CUST07996,2023-01-04,4,0.19,8,0
CUST07997,2024-02-21,3,0.64,134,0
CUST07998,2024-06-17,7,0.6,81,0
CUST07999,2023-12-29,0,0.54,57,0
CUST08000,2024-03-24,0,0.19,126,0
CUST08001,2024-03-03,6,0.72,20,3
CUST08002,2023-05-19,1,0.69,49,1
CUST08003,2024-12-31,8,0.3,142,1
CUST08004,2023-12-06,8,0.81,151,0
CUST08005,2023-09-10,1,0.06,106,0
CUST08006,2024-11-18,7,0.59,122,3
CUST08007,2023-02-14,6,0.19,207,1
CUST08008,2024-01-07,7,0.42,27,0
CUST08009,2024-10-02,1,0.41,175,1
CUST08010,2023-02-14,6,0.21,25,0
CUST08011,2024-03-16,6,0.88,75,0
CUST08012,2023-03-05,6,0.26,235,2
CUST08013,2024-11-27,0,0.88,6,0
CUST08014,2023-11-05,5,0.32,34,2
CUST08015,2024-08-03,1,0.93,81,1
CUST08016,2024-09-24,5,0.54,189,0
CUST08017,2023-03-27,1,0.82,210,2
CUST08018,2023-02-15,1,0.46,177,0
CUST08019,2024-06-06,5,0.57,74,0
CUST08020,2024-10-09,1,0.22,210,0
CUST08021,2024-12-15,0,0.75,8,0
CUST08022,2024-07-23,2,0.37,124,0
CUST08023,2024-08-18,0,0.94,205,0
CUST08024,2024-04-11,1,0.24,46,1
CUST08025,2024-01-18,8,0.56,229,2
CUST08026,2024-09-28,3,0.28,236,2
CUST08027,2024-03-25,4,0.7,158,0
CUST08028,2024-04-26,5,0.58,29,2
CUST08029,2024-02-03,3,0.22,20,0
CUST08030,2023-12-15,7,0.16,116,1
CUST08031,2023-04-04,3,0.56,224,0
CUST08032,2024-05-06,1,0.08,64,0
CUST08033,2024-03-20,0,0.34,235,0
CUST08034,2024-08-15,8,0.06,207,0
CUST08035,2023-05-30,0,0.78,205,0
CUST08036,2024-05-11,6,0.3,54,0
CUST08037,2023-10-29,2,0.8,121,0
CUST08038,2023-05-23,2,0.82,211,0
CUST08039,2023-07-15,7,0.54,9,0
CUST08040,2023-02-27,5,0.84,214,0
CUST08041,2023-09-12,2,0.89,17,0
CUST08042,2024-04-18,8,0.7,172,1
CUST08043,2023-05-20,4,0.87,77,1
CUST08044,2024-09-21,6,0.12,103,2
CUST08045,2023-04-18,5,0.41,212,0
CUST08046,2023-07-18,8,0.63,209,0
CUST08047,2024-04-24,6,0.12,14,0
CUST08048,2024-06-04,0,0.67,182,2
CUST08049,2023-07-28,5,0.45,126,0
CUST08050,2024-09-26,7,0.4,164,0
CUST08051,2023-03-11,0,0.13,58,0
CUST08052,2024-10-30,4,0.83,36,0
CUST08053,2023-05-02,1,0.74,118,0
CUST08054,2024-04-11,7,0.7,179,0
CUST08055,2024-04-23,3,0.75,86,2
CUST08056,2024-01-19,6,0.6,73,0
CUST08057,2023-08-02,4,0.36,101,0
CUST08058,2023-12-12,2,0.92,80,0
CUST08059,2023-12-17,3,0.58,236,2
CUST08060,2023-01-12,5,0.23,91,1
CUST08061,2023-05-16,4,0.06,168,0
CUST08062,2023-09-13,2,0.82,146,0
CUST08063,2023-12-10,5,0.58,124,0
CUST08064,2024-03-13,8,0.06,99,0
CUST08065,2023-11-18,6,0.54,191,0
CUST08066,2023-04-23,8,0.28,186,0
CUST08067,2024-12-01,3,0.28,124,0
CUST08068,2023-05-20,1,0.22,157,0
CUST08069,2024-04-08,6,0.35,44,0
CUST08070,2024-10-11,4,0.72,48,2
CUST08071,2024-09-11,6,0.57,145,1
CUST08072,2023-09-17,0,0.83,181,3
CUST08073,2024-03-12,2,0.53,46,0
CUST08074,2023-11-08,3,0.14,142,0
CUST08075,2024-06-09,8,0.63,207,1
CUST08076,2023-10-09,5,0.22,130,2
CUST08077,2024-12-10,0,0.83,212,1
CUST08078,2023-05-01,1,0.8,89,0
CUST08079,2024-09-11,4,0.21,203,0
CUST08080,2023-01-03,8,0.61,34,0
CUST08081,2023-04-28,8,0.6,179,0
CUST08082,2024-07-13,5,0.17,208,0
CUST08083,2024-01-22,0,0.71,136,0
CUST08084,2024-07-26,1,0.2,104,0
CUST08085,2023-10-13,3,0.46,88,2
CUST08086,2023-01-10,7,0.09,21,1
CUST08087,2024-10-08,6,0.88,13,0
CUST08088,2024-10-10,0,0.65,46,0
CUST08089,2023-12-15,4,0.53,82,3
CUST08090,2023-08-02,5,0.68,124,0
CUST08091,2023-04-24,4,0.09,218,1
CUST08092,2024-01-20,6,0.23,86,0
CUST08093,2023-08-23,0,0.84,201,1
CUST08094,2023-12-11,7,0.46,34,3
CUST08095,2024-08-09,0,0.88,169,0
CUST08096,2023-12-03,2,0.9,140,0
CUST08097,2023-04-25,8,0.15,203,1
CUST08098,2024-04-10,3,0.82,51,0
CUST08099,2024-05-18,1,0.57,176,0
CUST08100,2024-02-24,0,0.66,208,0
CUST08101,2024-01-09,4,0.12,18,2
CUST08102,2024-12-06,5,0.9,229,1
CUST08103,2023-06-01,5,0.81,63,0
CUST08104,2023-06-10,1,0.8,218,1
CUST08105,2023-12-21,8,0.16,196,0
CUST08106,2023-01-16,1,0.51,196,1
CUST08107,2024-06-24,4,0.21,43,1
CUST08108,2024-04-28,6,0.66,170,0
CUST08109,2023-05-24,3,0.17,213,1
CUST08110,2023-07-29,1,0.13,20,0
CUST08111,2023-05-28,2,0.47,80,0
CUST08112,2024-08-17,5,0.49,131,1
