customer_id,joining_date,credit_score,annual_income,employment_status,residential_status,age,state
CUST07840,2020-04-08,690,1603279,Employed,Owned,41,Tamil Nadu
CUST07841,2020-09-07,423,410436,Employed,Owned,31,Karnataka
CUST07842,2021-10-08,387,1501628,Employed,Rented,35,Maharashtra
CUST07843,2022-10-27,576,291084,Employed,Rented,23,Rajasthan
CUST07844,2023-08-06,554,496246,Self-Employed,Rented,42,Kerala
CUST07845,2021-04-25,688,1432771,Unemployed,Rented,19,Delhi
CUST07846,2022-12-26,670,1852456,Employed,Owned,62,Gujarat
CUST07847,2021-04-25,742,1899211,Unemployed,Rented,68,Rajasthan
CUST07848,2020-06-14,659,1274051,Unemployed,Owned,38,Tamil Nadu
CUST07849,2022-06-04,355,1969143,Employed,Rented,51,Karnataka
CUST07850,2022-10-31,680,1840766,Self-Employed,Rented,30,Delhi
CUST07851,2020-12-23,391,1397766,Employed,Owned,66,Delhi
CUST07852,2023-08-24,318,906160,Unemployed,Rented,18,Delhi
CUST07853,2023-10-06,391,1062030,Employed,Rented,19,West Bengal
CUST07854,2022-03-17,419,1678613,Self-Employed,Owned,60,Uttar Pradesh
CUST07855,2023-03-07,636,1808510,Unemployed,Owned,34,Maharashtra
CUST07856,2020-07-22,534,605980,Employed,Rented,47,Uttar Pradesh
CUST07857,2022-10-10,419,318278,Unemployed,Owned,48,Tamil Nadu
CUST07858,2023-05-27,372,1514911,Unemployed,Owned,30,Uttar Pradesh
CUST07859,2022-08-30,464,1983323,Unemployed,Owned,39,Delhi
CUST07860,2023-11-26,464,1437530,Self-Employed,Owned,60,West Bengal
CUST07861,2023-10-07,716,735643,Employed,Owned,25,Rajasthan
CUST07862,2023-12-13,667,1206588,Self-Employed,Owned,24,Karnataka
CUST07863,2020-01-12,736,972476,Self-Employed,Rented,44,Gujarat
CUST07864,2020-04-01,752,1882811,Employed,Owned,24,Tamil Nadu
CUST07865,2023-11-17,333,608711,Employed,Rented,55,Rajasthan
CUST07866,2023-02-16,809,1444580,Self-Employed,Owned,47,Kerala
CUST07867,2023-10-26,387,1166118,Unemployed,Owned,45,Telangana
CUST07868,2022-01-30,535,754221,Unemployed,Owned,43,Maharashtra
CUST07869,2021-11-11,756,1899304,Self-Employed,Owned,28,Gujarat
CUST07870,2021-11-02,557,1787685,Self-Employed,Rented,41,Tamil Nadu
CUST07871,2020-08-29,679,1960524,Unemployed,Owned,51,West Bengal
CUST07872,2022-01-02,802,909533,Self-Employed,Owned,38,Rajasthan
CUST07873,2020-02-07,337,1264849,Unemployed,Owned,35,Maharashtra
CUST07874,2023-03-30,669,1209072,Self-Employed,Rented,25,Gujarat
CUST07875,2022-06-25,324,494799,Employed,Rented,21,Gujarat
CUST07876,2021-07-21,741,1518281,Self-Employed,Rented,34,West Bengal
CUST07877,2020-11-28,639,231335,Self-Employed,Owned,63,Gujarat
CUST07878,2022-04-25,502,1703350,Unemployed,Owned,41,Telangana
CUST07879,2020-08-05,801,409000,Unemployed,Rented,45,Tamil Nadu
CUST07880,2022-05-28,621,1438506,Self-Employed,Rented,40,Rajasthan
CUST07881,2020-11-11,396,483116,Employed,Owned,42,Rajasthan
CUST07882,2023-02-10,495,1750333,Unemployed,Owned,26,Gujarat
CUST07883,2022-12-13,537,1935207,Self-Employed,Rented,22,Maharashtra
CUST07884,2020-11-10,327,1305864,Unemployed,Owned,66,Kerala
CUST07885,2021-08-17,500,1557331,Employed,Rented,34,Delhi
CUST07886,2022-07-17,498,1545686,Employed,Owned,69,Maharashtra
CUST07887,2021-09-28,825,937870,Employed,Owned,60,Rajasthan
CUST07888,2023-05-31,570,1584653,Unemployed,Owned,61,Gujarat
CUST07889,2023-12-30,465,1879261,Unemployed,Owned,29,Maharashtra
CUST07890,2022-01-17,366,1817185,Self-Employed,Owned,66,Maharashtra
CUST07891,2020-08-16,374,633388,Self-Employed,Owned,51,Kerala
CUST07892,2021-11-12,471,558416,Employed,Rented,65,Rajasthan
CUST07893,2023-04-21,560,1304956,Self-Employed,Owned,57,Kerala
CUST07894,2021-05-16,313,1745697,Self-Employed,Owned,36,Maharashtra
CUST07895,2023-08-13,653,1112180,Employed,Owned,30,Uttar Pradesh
CUST07896,2023-08-01,442,1625679,Unemployed,Owned,28,Uttar Pradesh
CUST07897,2022-07-15,621,1308310,Unemployed,Rented,19,Gujarat
CUST07898,2020-02-06,832,644939,Employed,Rented,67,Tamil Nadu
CUST07899,2021-07-01,613,1160125,Self-Employed,Rented,39,Delhi
CUST07900,2022-04-29,769,291845,Self-Employed,Owned,21,Rajasthan
CUST07901,2022-07-03,711,1424829,Self-Employed,Owned,58,Telangana
CUST07902,2021-06-10,575,1794985,Unemployed,Rented,55,Uttar Pradesh
CUST07903,2022-11-11,773,501681,Employed,Rented,36,Karnataka
CUST07904,2022-12-23,815,1307631,Employed,Rented,45,Delhi
CUST07905,2020-03-26,496,1567806,Employed,Owned,69,Tamil Nadu
CUST07906,2023-02-06,616,1116904,Employed,Owned,35,Telangana
CUST07907,2022-12-29,655,1233792,Self-Employed,Rented,64,Delhi
CUST07908,2021-04-07,368,757280,Employed,Owned,65,Gujarat
CUST07909,2021-03-30,700,1078724,Self-Employed,Owned,18,Telangana
CUST07910,2020-08-07,555,883985,Employed,Rented,53,Karnataka
CUST07911,2020-07-30,567,1555704,Employed,Owned,18,Uttar Pradesh
CUST07912,2023-02-04,768,480068,Unemployed,Owned,60,Rajasthan
CUST07913,2023-10-01,721,246615,Employed,Owned,59,Delhi
CUST07914,2020-08-16,787,1413649,Self-Employed,Rented,38,Rajasthan
CUST07915,2022-07-06,849,530312,Employed,Rented,54,Maharashtra
CUST07916,2023-06-28,363,888844,Unemployed,Owned,63,Telangana
CUST07917,2020-11-21,701,260067,Self-Employed,Rented,30,Telangana
CUST07918,2020-05-28,630,1356735,Employed,Rented,19,Rajasthan
CUST07919,2023-02-26,450,1585592,Self-Employed,Rented,44,Delhi
CUST07920,2022-09-13,307,739863,Employed,Owned,49,Karnataka
CUST07921,2022-02-18,646,428231,Unemployed,Owned,53,Rajasthan
CUST07922,2020-09-08,698,584286,Self-Employed,Owned,37,Telangana
CUST07923,2020-04-06,350,1199541,Employed,Rented,40,Karnataka
CUST07924,2021-01-03,492,835943,Self-Employed,Rented,58,Maharashtra
CUST07925,2022-08-13,316,829751,Unemployed,Owned,50,Maharashtra
CUST07926,2021-01-20,465,1134086,Unemployed,Rented,65,Tamil Nadu
CUST07927,2020-02-11,657,798577,Employed,Owned,62,Kerala
CUST07928,2021-11-15,727,839848,Unemployed,Rented,25,Gujarat
CUST07929,2023-01-15,828,1354754,Employed,Owned,43,Kerala
CUST07930,2023-10-14,523,618216,Employed,Rented,63,West Bengal
CUST07931,2023-12-30,619,1218481,Employed,Rented,59,Telangana
CUST07932,2021-11-27,302,916636,Self-Employed,Rented,39,Maharashtra
CUST07933,2022-06-12,643,1580667,Employed,Owned,36,Karnataka
CUST07934,2020-12-09,636,369205,Unemployed,Owned,46,Kerala
CUST07935,2020-01-02,819,655223,Employed,Rented,32,Karnataka
CUST07936,2020-11-15,553,1319772,Unemployed,Rented,56,Gujarat
CUST07937,2021-10-26,553,1150365,Self-Employed,Owned,46,Karnataka
CUST07938,2022-01-07,426,1700200,Self-Employed,Owned,57,Telangana
CUST07939,2022-06-06,832,1226070,Employed,Owned,42,Maharashtra
CUST07940,2021-06-08,844,1383285,Employed,Owned,45,Uttar Pradesh
CUST07941,2022-12-08,620,251944,Employed,Owned,51,Maharashtra
CUST07942,2020-12-09,400,1811058,Self-Employed,Owned,60,Delhi
CUST07943,2022-11-04,491,1777211,Self-Employed,Rented,42,Karnataka
CUST07944,2020-02-12,348,1974473,Unemployed,Rented,53,Gujarat
CUST07945,2021-04-11,841,1833973,Unemployed,Rented,55,Telangana
CUST07946,2021-09-05,596,259625,Unemployed,Owned,25,Gujarat
CUST07947,2022-07-28,752,1907476,Unemployed,Owned,63,Karnataka
CUST07948,2022-03-30,608,1938242,Unemployed,Owned,65,Delhi
CUST07949,2020-04-19,422,511414,Unemployed,Owned,67,Rajasthan
CUST07950,2023-05-21,389,1073695,Employed,Rented,41,Delhi
CUST07951,2023-03-23,680,1295882,Self-Employed,Owned,26,Gujarat
CUST07952,2022-08-27,667,1665955,Employed,Owned,23,Karnataka
CUST07953,2022-03-08,705,824531,Unemployed,Owned,35,West Bengal
CUST07954,2020-05-19,662,1837343,Self-Employed,Owned,46,Karnataka
CUST07955,2021-11-30,614,853376,Employed,Owned,52,Telangana
CUST07956,2021-07-16,679,937168,Employed,Owned,22,Uttar Pradesh
CUST07957,2022-10-08,820,1885213,Employed,Owned,31,Tamil Nadu
CUST07958,2021-08-05,558,1988453,Self-Employed,Rented,36,Maharashtra
CUST07959,2022-03-07,751,631388,Unemployed,Owned,61,West Bengal
CUST07960,2020-07-28,579,1119726,Self-Employed,Owned,25,Uttar Pradesh
CUST07961,2020-11-26,767,721328,Self-Employed,Rented,48,West Bengal
CUST07962,2021-06-09,766,512336,Unemployed,Owned,67,Uttar Pradesh
CUST07963,2022-01-21,319,909001,Unemployed,Rented,26,Karnataka
CUST07964,2023-07-12,400,1804222,Employed,Rented,41,West Bengal
CUST07965,2023-03-06,811,781768,Self-Employed,Rented,57,Delhi
CUST07966,2020-11-25,607,1170280,Unemployed,Owned,56,West Bengal
CUST07967,2022-01-28,475,1898282,Self-Employed,Rented,50,Karnataka
CUST07968,2020-05-06,540,342119,Unemployed,Owned,46,Tamil Nadu
CUST07969,2020-08-30,478,1044352,Self-Employed,Owned,28,Delhi
CUST07970,2020-06-22,512,1378757,Employed,Owned,66,Maharashtra
CUST07971,2023-09-02,725,793614,Employed,Rented,54,Maharashtra
CUST07972,2023-06-20,574,767063,Employed,Owned,31,Tamil Nadu
CUST07973,2023-09-01,375,1928154,Employed,Owned,36,Telangana
CUST07974,2022-02-12,501,768768,Unemployed,Rented,22,Maharashtra
CUST07975,2021-06-15,723,1316551,Employed,Rented,39,Karnataka
CUST07976,2022-08-17,379,1073672,Unemployed,Rented,36,Gujarat
CUST07977,2023-03-19,835,1163351,Unemployed,Owned,22,Maharashtra
CUST07978,2023-03-21,711,1879528,Employed,Owned,18,West Bengal
CUST07979,2023-08-30,614,670077,Self-Employed,Rented,24,Maharashtra
CUST07980,2023-03-06,367,765837,Unemployed,Owned,20,Telangana
CUST07981,2022-02-16,368,1206482,Unemployed,Owned,24,Tamil Nadu
CUST07982,2022-06-14,723,276133,Unemployed,Rented,28,Maharashtra
CUST07983,2023-12-14,418,318768,Unemployed,Rented,18,West Bengal
CUST07984,2020-07-16,838,1327850,Self-Employed,Rented,29,Karnataka
CUST07985,2023-06-23,787,1260399,Self-Employed,Owned,21,Karnataka
CUST07986,2023-09-19,775,1302815,Employed,Rented,63,Maharashtra
CUST07987,2022-03-30,760,795741,Self-Employed,Rented,69,Karnataka
CUST07988,2023-04-23,579,362547,Self-Employed,Rented,35,Gujarat
CUST07989,2021-07-05,670,1798843,Employed,Owned,51,Uttar Pradesh
CUST07990,2023-07-10,814,1893535,Self-Employed,Rented,50,Uttar Pradesh
CUST07991,2020-12-14,506,201230,Employed,Rented,65,Delhi
CUST07992,2022-01-07,604,745938,Employed,Owned,63,Karnataka
CUST07993,2023-12-20,640,1455875,Unemployed,Rented,48,Telangana
CUST07994,2020-06-05,821,210294,Unemployed,Rented,65,West Bengal
CUST07995,2020-09-12,734,372722,Self-Employed,Owned,37,Uttar Pradesh
CUST07996,2020-08-24,803,1053353,Unemployed,Rented,67,Uttar Pradesh
CUST07997,2020-04-13,585,1908631,Self-Employed,Owned,43,Kerala
CUST07998,2023-08-30,344,1376558,Employed,Owned,26,Tamil Nadu
CUST07999,2020-02-25,340,1257547,Self-Employed,Rented,27,Kerala
CUST08000,2020-02-21,612,1305504,Employed,Owned,53,Delhi
CUST08001,2023-01-05,739,1103066,Employed,Rented,68,Delhi
CUST08002,2022-08-23,627,373804,Employed,Rented,34,Tamil Nadu
CUST08003,2021-04-28,841,1574347,Employed,Owned,26,Kerala
CUST08004,2022-07-20,847,511206,Self-Employed,Owned,67,Karnataka
CUST08005,2021-11-08,624,1077278,Employed,Rented,69,Tamil Nadu
CUST08006,2023-09-29,495,1349275,Employed,Rented,35,Delhi
CUST08007,2023-12-22,526,793677,Self-Employed,Owned,21,Rajasthan
CUST08008,2022-06-04,373,893207,Unemployed,Rented,43,Telangana
CUST08009,2023-11-12,722,1543986,Employed,Owned,63,Gujarat
CUST08010,2023-06-20,725,1653454,Self-Employed,Rented,63,Rajasthan
CUST08011,2021-03-16,530,372197,Unemployed,Rented,56,Telangana
CUST08012,2023-04-21,610,363651,Unemployed,Rented,43,Uttar Pradesh
CUST08013,2021-08-11,726,208638,Unemployed,Owned,68,Telangana
CUST08014,2020-05-09,566,1481965,Employed,Rented,62,Uttar Pradesh
CUST08015,2023-01-13,453,727983,Unemployed,Owned,37,Uttar Pradesh
CUST08016,2023-05-08,758,333713,Self-Employed,Owned,55,Tamil Nadu
CUST08017,2020-01-08,524,1503035,Unemployed,Rented,42,West Bengal
CUST08018,2021-03-23,453,883286,Employed,Rented,47,Rajasthan
CUST08019,2020-12-24,432,1960982,Unemployed,Rented,31,Maharashtra
CUST08020,2022-10-13,659,1625994,Unemployed,Rented,26,Telangana
CUST08021,2022-03-13,536,1440537,Employed,Owned,65,Tamil Nadu
CUST08022,2020-09-20,388,1880217,Employed,Owned,18,West Bengal
CUST08023,2023-11-18,375,1776112,Employed,Owned,40,Karnataka
CUST08024,2021-02-05,387,1725708,Self-Employed,Owned,39,Kerala
CUST08025,2022-03-21,787,354958,Self-Employed,Owned,50,Telangana
CUST08026,2020-01-04,467,1812770,Self-Employed,Owned,50,Delhi
CUST08027,2023-10-04,364,1042472,Unemployed,Owned,21,Delhi
CUST08028,2021-07-13,390,1890985,Employed,Owned,23,Maharashtra
CUST08029,2022-04-23,367,1004681,Self-Employed,Owned,22,Uttar Pradesh
CUST08030,2021-04-01,691,831714,Employed,Owned,64,West Bengal
CUST08031,2021-08-16,817,414972,Self-Employed,Rented,39,Telangana
CUST08032,2022-12-17,372,1223185,Unemployed,Rented,60,Gujarat
CUST08033,2023-10-02,438,728289,Self-Employed,Owned,29,West Bengal
CUST08034,2023-01-17,545,1914828,Unemployed,Rented,27,Gujarat
CUST08035,2023-06-18,683,474882,Unemployed,Owned,46,Rajasthan
CUST08036,2022-01-06,340,1825927,Unemployed,Owned,66,Karnataka
CUST08037,2021-08-12,668,341668,Self-Employed,Rented,26,Rajasthan
CUST08038,2021-08-15,766,611286,Unemployed,Rented,57,West Bengal
CUST08039,2022-12-28,328,1180732,Unemployed,Rented,30,Delhi
CUST08040,2020-09-12,637,1904863,Employed,Rented,25,Tamil Nadu
CUST08041,2023-04-14,550,715873,Employed,Rented,31,Rajasthan
CUST08042,2022-12-25,424,1142116,Unemployed,Rented,50,Tamil Nadu
CUST08043,2021-02-01,344,256716,Employed,Rented,52,Rajasthan
CUST08044,2022-01-12,644,1673721,Unemployed,Owned,41,Telangana
CUST08045,2020-09-28,774,359053,Unemployed,Owned,22,Delhi
CUST08046,2023-09-10,337,1302863,Employed,Rented,25,Tamil Nadu
CUST08047,2021-10-05,802,1045361,Unemployed,Owned,39,Gujarat
CUST08048,2022-07-06,504,629499,Unemployed,Owned,33,Maharashtra
CUST08049,2023-09-27,326,1891829,Unemployed,Rented,29,Telangana
CUST08050,2023-12-01,497,708985,Employed,Owned,56,Delhi
CUST08051,2023-01-08,725,1248194,Employed,Rented,63,Kerala
CUST08052,2020-07-09,354,781445,Unemployed,Owned,65,Maharashtra
CUST08053,2022-08-18,352,1560570,Employed,Rented,23,Uttar Pradesh
CUST08054,2020-12-14,425,1975266,Self-Employed,Owned,34,Maharashtra
CUST08055,2023-10-26,306,1624187,Unemployed,Owned,57,Delhi
CUST08056,2020-06-25,337,705175,Employed,Rented,30,Telangana
CUST08057,2020-03-16,704,1373326,Employed,Owned,19,Gujarat
CUST08058,2020-02-23,743,373962,Employed,Owned,44,Gujarat
CUST08059,2020-03-07,522,1125397,Employed,Rented,26,Kerala
CUST08060,2020-10-11,655,1352731,Self-Employed,Owned,46,Karnataka
CUST08061,2020-06-23,373,1781666,Self-Employed,Rented,56,Tamil Nadu
CUST08062,2023-04-19,372,1742425,Employed,Rented,48,Kerala
CUST08063,2021-08-03,541,543556,Employed,Owned,19,West Bengal
CUST08064,2021-06-10,361,1698538,Unemployed,Rented,44,Uttar Pradesh
CUST08065,2020-08-03,662,1588858,Unemployed,Rented,67,Maharashtra
CUST08066,2021-10-22,379,1669016,Unemployed,Owned,67,Delhi
CUST08067,2020-04-28,680,1470929,Self-Employed,Rented,18,Gujarat
CUST08068,2021-09-13,654,355794,Self-Employed,Rented,48,Maharashtra
CUST08069,2022-04-13,348,1162443,Unemployed,Owned,20,Rajasthan
CUST08070,2023-08-21,648,1912258,Unemployed,Rented,67,Uttar Pradesh
CUST08071,2023-07-21,509,538457,Unemployed,Rented,20,Gujarat
CUST08072,2022-05-08,807,1332482,Unemployed,Rented,60,Delhi
CUST08073,2021-03-18,301,304652,Self-Employed,Owned,30,Maharashtra
CUST08074,2022-04-03,483,1373760,Employed,Owned,43,Rajasthan
CUST08075,2023-02-10,809,1905030,Unemployed,Rented,35,Maharashtra
CUST08076,2020-01-22,842,916535,Self-Employed,Rented,52,Kerala
CUST08077,2021-09-07,508,882907,Self-Employed,Rented,39,Kerala
CUST08078,2020-03-14,659,678742,Employed,Owned,57,Kerala
CUST08079,2020-07-21,711,935014,Self-Employed,Owned,27,Uttar Pradesh
CUST08080,2020-09-09,743,1727810,Self-Employed,Owned,25,Delhi
CUST08081,2022-06-28,530,511027,Unemployed,Owned,27,West Bengal
CUST08082,2022-09-04,323,1464049,Self-Employed,Owned,66,Tamil Nadu
CUST08083,2020-10-03,649,1580503,Unemployed,Owned,50,Uttar Pradesh
CUST08084,2021-09-12,627,1336475,Employed,Owned,52,Kerala
CUST08085,2022-01-11,728,632801,Unemployed,Rented,65,Telangana
CUST08086,2020-03-02,563,1081027,Self-Employed,Rented,20,Tamil Nadu
CUST08087,2021-08-18,422,576340,Unemployed,Owned,50,West Bengal
CUST08088,2020-05-04,307,552932,Unemployed,Rented,53,Delhi
CUST08089,2023-05-05,309,1430018,Unemployed,Rented,23,Gujarat
CUST08090,2020-02-29,372,1291724,Employed,Rented,27,Delhi
CUST08091,2023-12-02,664,230211,Self-Employed,Owned,21,Uttar Pradesh
CUST08092,2022-10-07,528,1799324,Employed,Rented,66,Tamil Nadu
CUST08093,2021-08-18,696,508830,Employed,Owned,22,Karnataka
CUST08094,2023-02-26,561,770801,Self-Employed,Rented,45,Delhi
CUST08095,2023-09-14,437,933362,Unemployed,Rented,53,Karnataka
CUST08096,2022-05-31,500,999764,Unemployed,Rented,68,Delhi
CUST08097,2020-10-06,659,248873,Self-Employed,Owned,68,Gujarat
CUST08098,2023-06-09,757,1355994,Unemployed,Owned,45,Gujarat
CUST08099,2023-03-06,752,1504172,Employed,Owned,30,Telangana
CUST08100,2021-10-03,495,774697,Unemployed,Owned,43,Uttar Pradesh
CUST08101,2021-12-26,588,1462643,Self-Employed,Owned,25,Tamil Nadu
CUST08102,2020-05-21,846,1176604,Self-Employed,Rented,18,Gujarat
CUST08103,2021-12-28,484,481843,Unemployed,Rented,62,Gujarat
CUST08104,2023-08-12,690,1052455,Unemployed,Owned,32,West Bengal
CUST08105,2021-02-19,818,1881468,Self-Employed,Owned,28,Delhi
CUST08106,2021-03-08,568,1806716,Employed,Owned,48,Delhi
CUST08107,2023-11-06,427,748991,Unemployed,Rented,70,Uttar Pradesh
CUST08108,2020-05-25,773,1577932,Self-Employed,Owned,47,Delhi
CUST08109,2023-02-15,635,1970922,Self-Employed,Owned,67,Maharashtra
CUST08110,2023-11-21,794,1721677,Self-Employed,Owned,21,Gujarat
CUST08111,2020-11-05,498,817549,Self-Employed,Owned,49,Karnataka
CUST08112,2022-02-15,803,1983754,Unemployed,Rented,47,Delhi
CUST08113,2020-12-07,413,495191,Self-Employed,Rented,32,Uttar Pradesh
CUST08114,2020-09-18,555,810519,Self-Employed,Owned,64,Karnataka
CUST08115,2022-10-11,700,610172,Self-Employed,Rented,18,Delhi
CUST08116,2023-05-26,731,1531289,Self-Employed,Rented,32,Kerala
CUST08117,2020-08-07,541,540597,Employed,Rented,20,Maharashtra
CUST08118,2021-06-15,523,765379,Unemployed,Rented,38,Gujarat
CUST08119,2022-01-10,797,1902206,Self-Employed,Rented,51,Gujarat
CUST08120,2023-05-19,435,370561,Unemployed,Rented,34,Gujarat
CUST08121,2022-10-19,420,892870,Self-Employed,Owned,62,Gujarat
CUST08122,2021-04-13,363,1818996,Self-Employed,Owned,57,Delhi
CUST08123,2020-07-11,803,1480500,Unemployed,Rented,44,Uttar Pradesh
CUST08124,2020-07-18,310,1382819,Employed,Owned,24,Kerala
CUST08125,2020-06-29,403,1950919,Unemployed,Owned,31,Maharashtra
CUST08126,2022-11-15,565,1284061,Unemployed,Owned,28,Karnataka
CUST08127,2022-06-15,770,239583,Unemployed,Owned,34,Delhi
CUST08128,2021-09-30,331,623489,Self-Employed,Rented,31,Karnataka
CUST08129,2020-08-08,671,964663,Employed,Owned,42,Karnataka
CUST08130,2022-05-23,530,1959505,Self-Employed,Owned,46,Gujarat
CUST08131,2022-08-01,716,1744086,Employed,Rented,58,Telangana
CUST08132,2020-11-05,401,365706,Employed,Rented,48,Gujarat
CUST08133,2020-01-26,667,921670,Unemployed,Owned,52,West Bengal
CUST08134,2023-04-15,521,371785,Employed,Owned,66,Rajasthan
CUST08135,2020-01-28,677,827009,Employed,Rented,60,Maharashtra
CUST08136,2023-07-18,349,414909,Unemployed,Owned,40,Kerala
CUST08137,2020-08-30,695,852449,Unemployed,Rented,46,Gujarat
CUST08138,2020-07-31,452,843696,Employed,Owned,70,Rajasthan
CUST08139,2022-10-29,320,952078,Unemployed,Rented,36,Maharashtra
CUST08140,2021-08-24,772,605888,Self-Employed,Owned,70,Telangana
CUST08141,2023-02-16,461,969458,Self-Employed,Rented,40,Rajasthan
CUST08142,2020-04-26,455,291320,Unemployed,Owned,43,Kerala
CUST08143,2021-06-02,371,1519169,Employed,Rented,64,Karnataka
CUST08144,2020-09-19,436,938682,Employed,Owned,31,Maharashtra
CUST08145,2020-11-25,475,1262414,Unemployed,Rented,66,West Bengal
CUST08146,2022-05-18,647,688241,Employed,Owned,38,Rajasthan
CUST08147,2020-11-08,782,384418,Employed,Rented,61,Delhi
CUST08148,2022-12-30,633,1328770,Self-Employed,Owned,64,Tamil Nadu
CUST08149,2021-10-25,337,1859821,Self-Employed,Rented,42,Uttar Pradesh
CUST08150,2020-02-17,610,1378421,Self-Employed,Rented,27,Uttar Pradesh
CUST08151,2022-07-15,816,516730,Self-Employed,Owned,42,Uttar Pradesh
CUST08152,2022-09-13,521,706982,Unemployed,Owned,52,Tamil Nadu
CUST08153,2021-11-19,841,1134400,Self-Employed,Owned,24,Karnataka
CUST08154,2021-12-04,792,1386506,Self-Employed,Owned,50,Delhi
CUST08155,2023-01-12,604,225217,Unemployed,Rented,42,West Bengal
CUST08156,2022-01-23,384,1012792,Self-Employed,Owned,24,Delhi
CUST08157,2022-05-03,816,1114715,Unemployed,Owned,61,Kerala
CUST08158,2022-10-07,557,1848046,Self-Employed,Owned,58,Karnataka
CUST08159,2020-10-26,713,1002209,Unemployed,Owned,42,Gujarat
CUST08160,2021-11-27,577,1903439,Unemployed,Rented,25,Uttar Pradesh
CUST08161,2021-12-26,765,1933077,Self-Employed,Rented,64,Telangana
CUST08162,2020-03-14,794,1403122,Unemployed,Rented,64,Uttar Pradesh
CUST08163,2022-03-23,399,1944189,Employed,Owned,33,Uttar Pradesh
CUST08164,2022-05-07,604,707062,Unemployed,Rented,56,Telangana
CUST08165,2023-08-18,669,1816820,Employed,Rented,48,Gujarat
CUST08166,2022-05-20,749,1985740,Self-Employed,Owned,24,West Bengal
CUST08167,2023-05-07,552,878367,Unemployed,Owned,68,Maharashtra
CUST08168,2020-05-02,352,233100,Unemployed,Owned,42,Maharashtra
CUST08169,2021-09-10,764,1093624,Self-Employed,Rented,37,Delhi
CUST08170,2023-05-10,775,1713485,Unemployed,Owned,70,Karnataka
CUST08171,2020-08-12,708,435184,Unemployed,Owned,32,Kerala
CUST08172,2023-12-25,485,1110242,Unemployed,Owned,60,Uttar Pradesh
CUST08173,2022-05-15,477,1748006,Self-Employed,Rented,26,West Bengal
CUST08174,2023-09-16,639,1551619,Employed,Rented,37,Kerala
CUST08175,2021-08-19,328,1579392,Unemployed,Owned,26,Tamil Nadu
CUST08176,2020-04-26,441,632435,Self-Employed,Owned,47,Tamil Nadu
CUST08177,2023-04-04,462,1468149,Unemployed,Rented,37,Rajasthan
CUST08178,2022-11-13,734,1163449,Employed,Owned,36,Karnataka
CUST08179,2022-08-24,629,872710,Unemployed,Owned,58,Kerala
CUST08180,2023-11-04,622,1448958,Self-Employed,Owned,67,Uttar Pradesh
CUST08181,2022-01-21,355,1112444,Unemployed,Owned,46,Karnataka
CUST08182,2020-09-11,351,1826802,Self-Employed,Rented,24,Rajasthan
CUST08183,2022-04-27,731,815357,Unemployed,Owned,32,Kerala
CUST08184,2022-06-04,616,1647839,Employed,Rented,57,Karnataka
CUST08185,2022-10-28,489,1407460,Self-Employed,Owned,70,Kerala
CUST08186,2021-11-19,676,1245752,Unemployed,Owned,48,Kerala
CUST08187,2023-01-03,485,1141573,Unemployed,Rented,43,Kerala
CUST08188,2020-10-08,336,1985713,Self-Employed,Rented,43,Tamil Nadu
CUST08189,2020-02-11,548,1477970,Unemployed,Owned,50,Maharashtra
CUST08190,2020-09-01,681,403701,Self-Employed,Owned,19,Tamil Nadu
CUST08191,2023-03-06,617,344893,Employed,Rented,70,Gujarat
CUST08192,2022-03-15,776,1284375,Employed,Rented,55,West Bengal
CUST08193,2022-04-08,843,505663,Employed,Rented,40,West Bengal
CUST08194,2020-07-26,324,986983,Unemployed,Rented,25,West Bengal
CUST08195,2023-02-28,622,1395685,Self-Employed,Owned,69,Kerala
CUST08196,2020-10-07,694,501215,Unemployed,Owned,32,Delhi
CUST08197,2020-07-02,750,750087,Self-Employed,Rented,53,Uttar Pradesh
CUST08198,2021-06-01,377,1016505,Unemployed,Rented,64,Delhi
CUST08199,2021-06-13,468,1133733,Unemployed,Rented,64,Karnataka
CUST08200,2021-09-10,530,805418,Self-Employed,Owned,20,West Bengal
CUST08201,2023-12-16,529,476167,Self-Employed,Owned,52,West Bengal
CUST08202,2023-06-26,541,806865,Unemployed,Owned,39,Delhi
CUST08203,2023-11-17,618,1010396,Self-Employed,Rented,35,Telangana
CUST08204,2020-02-22,483,1831584,Self-Employed,Owned,57,Karnataka
CUST08205,2023-06-24,508,428269,Unemployed,Rented,50,Karnataka
CUST08206,2020-07-25,581,1035098,Self-Employed,Owned,49,Telangana
CUST08207,2023-02-04,544,402203,Employed,Rented,21,West Bengal
CUST08208,2023-11-06,407,280338,Unemployed,Rented,49,Maharashtra
CUST08209,2020-08-05,700,548143,Employed,Owned,34,Maharashtra
CUST08210,2022-03-14,768,578809,Employed,Rented,57,Delhi
CUST08211,2020-03-14,770,428318,Employed,Owned,20,Maharashtra
CUST08212,2020-07-09,429,1598533,Unemployed,Rented,33,West Bengal
CUST08213,2020-07-09,753,351819,Employed,Rented,43,West Bengal
CUST08214,2020-02-12,830,439638,Self-Employed,Owned,53,Kerala
CUST08215,2021-05-29,499,793458,Unemployed,Owned,61,Uttar Pradesh
CUST08216,2023-01-03,354,1486510,Self-Employed,Rented,31,Gujarat
CUST08217,2023-02-27,817,1164092,Employed,Rented,23,Telangana
CUST08218,2021-01-08,337,1688940,Unemployed,Rented,42,Kerala
