loan_id,customer_id,disbursement_date,loan_amount,interest_rate,tenure_months,loan_type,emi_amount,current_status
LN42929,CUST08382,2023-11-08,2218074,8.97,48,Personal Loan,55165,CLOSED
LN42930,CUST09301,2022-08-09,321109,16.31,24,Education Loan,15770,ACTIVE
LN42931,CUST03285,2024-07-17,999128,17.67,36,Education Loan,35955,ACTIVE
LN42932,CUST05951,2020-12-14,558276,12.55,240,Auto Loan,6362,ACTIVE
LN42933,CUST05279,2022-07-20,376264,12.13,24,Auto Loan,17734,ACTIVE
LN42934,CUST08041,2022-10-13,161860,10.0,36,Auto Loan,5222,ACTIVE
LN42935,CUST05620,2023-10-26,288282,11.83,60,Education Loan,6387,ACTIVE
LN42936,CUST06228,2021-06-02,2226918,9.81,120,Home Loan,29195,ACTIVE
LN42937,CUST08111,2020-06-14,253886,14.48,12,Home Loan,22853,DELINQUENT
LN42938,CUST01071,2024-02-06,257473,10.05,24,Personal Loan,11887,ACTIVE
LN42939,CUST04402,2021-12-18,925194,14.28,180,Education Loan,12495,ACTIVE
LN42940,CUST08543,2022-10-22,2948072,16.76,180,Auto Loan,44870,DELINQUENT
LN42941,CUST03207,2022-01-03,1223670,12.19,12,Home Loan,108830,DELINQUENT
LN42942,CUST03256,2023-06-26,136716,11.05,48,Auto Loan,3536,ACTIVE
LN42943,CUST09088,2023-09-07,2317043,14.0,60,Business Loan,53913,CLOSED
LN42944,CUST06746,2023-02-18,939964,9.89,48,Personal Loan,23790,DELINQUENT
LN42945,CUST03875,2022-10-21,2214041,17.2,48,Auto Loan,64115,CLOSED
LN42946,CUST09251,2020-05-18,79313,12.38,36,Education Loan,2648,CLOSED
LN42947,CUST08650,2021-09-11,757365,13.92,24,Business Loan,36334,DELINQUENT
LN42948,CUST09013,2021-06-04,297852,10.71,36,Home Loan,9710,CLOSED
LN42949,CUST01442,2020-05-04,1327391,17.84,180,Business Loan,21223,ACTIVE
LN42950,CUST01776,2024-07-25,2965148,9.54,48,Home Loan,74550,ACTIVE
LN42951,CUST08833,2020-12-20,79261,12.86,12,Business Loan,7074,DELINQUENT
LN42952,CUST09479,2024-05-30,512010,15.76,36,Business Loan,17940,ACTIVE
LN42953,CUST03373,2023-03-13,211539,14.85,24,Auto Loan,10241,ACTIVE
LN42954,CUST06017,2024-04-06,2507190,11.3,12,Personal Loan,221940,DELINQUENT
LN42955,CUST08717,2020-11-29,641384,15.79,60,Personal Loan,15525,ACTIVE
LN42956,CUST04695,2023-10-04,103900,11.44,180,Auto Loan,1209,CLOSED
LN42957,CUST08475,2022-08-06,2025664,10.6,240,Home Loan,20360,ACTIVE
LN42958,CUST04368,2022-09-14,263720,15.52,240,Business Loan,3574,CLOSED
LN42959,CUST04112,2021-06-23,2917218,12.64,120,Home Loan,42939,ACTIVE
LN42960,CUST09535,2021-11-05,759082,8.83,24,Business Loan,34619,CLOSED
LN42961,CUST06287,2022-04-14,2119087,15.04,36,Personal Loan,73500,ACTIVE
LN42962,CUST09546,2020-10-23,2090082,16.49,240,Education Loan,29849,ACTIVE
LN42963,CUST00002,2021-11-01,1406781,10.09,240,Business Loan,13659,DELINQUENT
LN42964,CUST00993,2020-07-10,751902,16.99,36,Education Loan,26803,ACTIVE
LN42965,CUST03074,2020-12-19,252130,11.35,36,Education Loan,8296,ACTIVE
LN42966,CUST07962,2024-01-26,240005,11.06,60,Education Loan,5225,DEFAULT
LN42967,CUST03556,2020-01-19,997291,12.98,48,Home Loan,26744,DELINQUENT
LN42968,CUST08745,2020-02-17,1555898,15.72,60,Personal Loan,37605,ACTIVE
LN42969,CUST08920,2022-12-07,490396,11.29,48,Auto Loan,12743,ACTIVE
LN42970,CUST04849,2021-03-22,794721,10.53,12,Personal Loan,70064,ACTIVE
LN42971,CUST08061,2022-07-07,647996,13.98,12,Education Loan,58175,ACTIVE
LN42972,CUST03283,2024-01-23,2763448,16.4,24,Auto Loan,135835,DELINQUENT
LN42973,CUST06582,2021-08-02,276766,14.5,120,Personal Loan,4380,CLOSED
LN42974,CUST09875,2024-04-26,1330428,17.4,180,Business Loan,20853,CLOSED
LN42975,CUST07398,2021-03-04,1342215,13.04,120,Home Loan,20072,CLOSED
LN42976,CUST01354,2022-09-30,1495582,12.75,12,Auto Loan,133405,DEFAULT
LN42977,CUST06708,2022-05-28,1053898,10.86,24,Business Loan,49051,ACTIVE
LN42978,CUST09579,2023-06-26,153248,15.47,60,Home Loan,3683,ACTIVE
LN42979,CUST08453,2021-02-13,234462,15.81,240,Auto Loan,3228,DEFAULT
LN42980,CUST09301,2023-10-27,541280,15.85,24,Home Loan,26463,DELINQUENT
LN42981,CUST03765,2024-09-20,413810,16.27,36,Auto Loan,14603,ACTIVE
LN42982,CUST05410,2023-07-28,245554,10.36,36,Auto Loan,7964,ACTIVE
LN42983,CUST02042,2022-08-17,2227270,16.48,120,Home Loan,37978,ACTIVE
LN42984,CUST07829,2023-07-02,87134,13.03,24,Personal Loan,4143,CLOSED
LN42985,CUST03832,2024-10-23,1443359,13.82,180,Auto Loan,19047,ACTIVE
LN42986,CUST01125,2020-04-16,209994,12.72,24,Business Loan,9955,ACTIVE
LN42987,CUST06283,2021-03-17,2054572,9.64,24,Personal Loan,94467,ACTIVE
LN42988,CUST09744,2023-09-09,755163,18.3,48,Home Loan,22301,CLOSED
LN42989,CUST03104,2024-08-31,178789,10.31,12,Personal Loan,15744,CLOSED
LN42990,CUST03151,2022-07-27,155204,10.5,240,Education Loan,1549,DEFAULT
LN42991,CUST07982,2022-05-20,158067,12.65,60,Auto Loan,3568,ACTIVE
LN42992,CUST02687,2024-10-30,266914,10.92,12,Auto Loan,23580,ACTIVE
LN42993,CUST01679,2023-04-07,2850386,11.11,12,Education Loan,252068,ACTIVE
LN42994,CUST07585,2021-01-31,232630,15.47,36,Personal Loan,8117,ACTIVE
LN42995,CUST00116,2022-02-11,1911976,15.46,180,Business Loan,27364,ACTIVE
LN42996,CUST02596,2020-05-04,1487138,13.16,120,Business Loan,22345,ACTIVE
LN42997,CUST09772,2021-01-29,1851476,12.63,120,Business Loan,27241,ACTIVE
LN42998,CUST04743,2021-04-26,214747,16.98,180,Auto Loan,3301,CLOSED
LN42999,CUST05753,2022-07-04,109844,15.91,12,Education Loan,9961,ACTIVE
LN43000,CUST03360,2021-10-13,553384,10.7,180,Auto Loan,6185,ACTIVE
LN43001,CUST08168,2023-10-26,918580,13.56,120,Home Loan,14020,ACTIVE
LN43002,CUST02386,2022-07-26,171220,10.64,24,Business Loan,7951,ACTIVE
LN43003,CUST00931,2022-03-24,294137,14.05,240,Auto Loan,3668,ACTIVE
LN43004,CUST00438,2020-08-03,707702,11.67,24,Business Loan,33205,ACTIVE
LN43005,CUST04752,2021-05-12,734702,16.77,240,Personal Loan,10648,DELINQUENT
LN43006,CUST09407,2020-08-14,2749076,16.11,48,Auto Loan,78064,CLOSED
LN43007,CUST05944,2023-01-21,277740,17.7,12,Auto Loan,25423,ACTIVE
LN43008,CUST04444,2020-04-07,539980,13.89,24,Education Loan,25897,ACTIVE
LN43009,CUST06770,2022-02-10,66112,12.46,24,Home Loan,3126,ACTIVE
LN43010,CUST04745,2022-01-29,684280,12.54,180,Auto Loan,8451,DELINQUENT
LN43011,CUST00985,2024-07-01,559066,11.89,120,Auto Loan,7985,ACTIVE
LN43012,CUST06355,2022-03-30,418464,17.13,180,Home Loan,6478,DELINQUENT
LN43013,CUST09478,2024-10-10,155789,16.75,180,Home Loan,2370,ACTIVE
LN43014,CUST09455,2023-12-15,269180,14.86,12,Home Loan,24277,DELINQUENT
LN43015,CUST05529,2020-08-23,207431,13.59,48,Business Loan,5625,DELINQUENT
LN43016,CUST04948,2024-05-18,89220,10.18,24,Auto Loan,4124,DEFAULT
LN43017,CUST02807,2023-10-28,2686891,12.99,180,Auto Loan,33978,ACTIVE
LN43018,CUST08211,2024-08-15,249750,16.16,240,Home Loan,3504,DELINQUENT
LN43019,CUST07452,2023-12-22,279667,8.56,48,Business Loan,6901,ACTIVE
LN43020,CUST07160,2024-08-03,434978,10.68,180,Home Loan,4856,ACTIVE
LN43021,CUST06084,2021-04-20,863731,11.06,180,Business Loan,9849,ACTIVE
LN43022,CUST09228,2024-10-03,276739,10.56,24,Education Loan,12841,ACTIVE
LN43023,CUST02503,2020-12-02,635102,16.05,240,Business Loan,8859,ACTIVE
LN43024,CUST08597,2023-06-12,532797,15.41,24,Business Loan,25937,CLOSED
LN43025,CUST07654,2020-05-30,179097,13.5,60,Home Loan,4120,CLOSED
LN43026,CUST04621,2022-05-18,627609,10.66,36,Personal Loan,20446,ACTIVE
LN43027,CUST01954,2022-02-10,611393,16.7,120,Business Loan,10509,CLOSED
LN43028,CUST00135,2023-10-13,2790163,14.28,120,Education Loan,43792,ACTIVE
LN43029,CUST07239,2021-08-20,2471838,16.62,12,Auto Loan,224997,ACTIVE
LN43030,CUST00548,2023-10-09,400994,12.72,36,Business Loan,13457,ACTIVE
LN43031,CUST05561,2024-12-04,741072,9.68,24,Business Loan,34087,ACTIVE
LN43032,CUST04192,2024-02-01,504130,18.21,24,Personal Loan,25219,ACTIVE
LN43033,CUST08624,2024-09-03,171801,11.93,12,Home Loan,15258,ACTIVE
LN43034,CUST04646,2021-08-03,200806,16.76,240,Home Loan,2908,CLOSED
LN43035,CUST00662,2020-02-20,517294,16.44,48,Auto Loan,14777,ACTIVE
LN43036,CUST02392,2021-02-02,629370,9.45,48,Auto Loan,15796,ACTIVE
LN43037,CUST05730,2020-10-18,184585,13.95,120,Education Loan,2860,ACTIVE
LN43038,CUST02004,2023-03-31,650453,14.02,60,Education Loan,15141,DELINQUENT
LN43039,CUST04421,2024-06-12,482561,15.94,36,Auto Loan,16951,ACTIVE
LN43040,CUST09833,2023-09-26,1250447,14.93,60,Business Loan,29702,ACTIVE
LN43041,CUST03872,2024-12-01,2428427,11.57,12,Education Loan,215274,DELINQUENT
LN43042,CUST02796,2021-08-25,420745,12.21,60,Personal Loan,9403,DEFAULT
LN43043,CUST03259,2021-06-01,182921,9.79,120,Auto Loan,2396,ACTIVE
LN43044,CUST07538,2022-05-10,2947789,17.96,12,Home Loan,270197,ACTIVE
LN43045,CUST00935,2023-05-08,194281,11.68,36,Business Loan,6423,ACTIVE
LN43046,CUST03416,2023-04-09,122707,13.22,60,Home Loan,2805,ACTIVE
LN43047,CUST07374,2021-03-25,190214,12.16,24,Personal Loan,8968,ACTIVE
LN43048,CUST05604,2021-09-01,170664,14.93,60,Auto Loan,4053,ACTIVE
LN43049,CUST02954,2021-09-16,135088,17.36,48,Home Loan,3923,ACTIVE
LN43050,CUST02207,2024-03-29,428444,11.95,12,Auto Loan,38056,ACTIVE
LN43051,CUST01824,2024-09-13,405997,10.01,36,Business Loan,13102,ACTIVE
LN43052,CUST04870,2024-03-06,2951521,9.13,48,Home Loan,73631,CLOSED
LN43053,CUST04540,2020-04-03,738089,9.16,240,Business Loan,6716,ACTIVE
LN43054,CUST03942,2022-04-03,2634983,9.45,180,Auto Loan,27435,DELINQUENT
LN43055,CUST04715,2024-10-06,265937,9.98,240,Auto Loan,2562,CLOSED
LN43056,CUST03371,2023-03-03,359655,14.1,180,Home Loan,4813,CLOSED
LN43057,CUST00339,2022-12-25,206001,9.49,180,Auto Loan,2149,ACTIVE
LN43058,CUST09701,2023-11-20,69704,11.06,12,Education Loan,6162,CLOSED
LN43059,CUST08356,2020-07-29,2526332,12.9,180,Business Loan,31798,ACTIVE
LN43060,CUST00702,2021-12-27,991464,17.65,48,Business Loan,28943,CLOSED
LN43061,CUST08999,2022-10-24,1738949,13.75,120,Home Loan,26739,ACTIVE
LN43062,CUST08171,2020-02-06,2001071,18.3,120,Home Loan,36443,ACTIVE
LN43063,CUST05114,2023-05-26,410482,14.17,36,Personal Loan,14063,ACTIVE
LN43064,CUST07340,2021-05-04,2276946,15.9,36,Personal Loan,79938,DEFAULT
LN43065,CUST00384,2022-07-05,287623,15.81,240,Home Loan,3960,CLOSED
LN43066,CUST09090,2023-08-21,120214,9.79,24,Auto Loan,5535,ACTIVE
LN43067,CUST01536,2021-09-18,255791,10.38,60,Personal Loan,5482,ACTIVE
LN43068,CUST02238,2020-10-20,513632,13.5,48,Home Loan,13907,ACTIVE
LN43069,CUST02720,2024-07-18,87909,14.97,120,Home Loan,1416,ACTIVE
LN43070,CUST02653,2020-06-07,2237303,11.51,60,Personal Loan,49215,DELINQUENT
LN43071,CUST02934,2024-10-30,314517,17.97,180,Auto Loan,5058,CLOSED
LN43072,CUST07015,2023-01-18,2472923,12.73,36,Home Loan,83001,ACTIVE
LN43073,CUST02410,2021-03-11,343929,14.46,240,Business Loan,4392,ACTIVE
LN43074,CUST07271,2022-03-18,627335,12.22,48,Personal Loan,16587,ACTIVE
LN43075,CUST00014,2020-01-30,583559,8.89,24,Home Loan,26630,ACTIVE
LN43076,CUST09750,2020-01-16,188061,9.65,48,Business Loan,4738,ACTIVE
LN43077,CUST05803,2022-01-14,590143,8.66,120,Personal Loan,7367,ACTIVE
LN43078,CUST07369,2022-06-13,307067,9.43,240,Business Loan,2848,CLOSED
LN43079,CUST05807,2021-12-12,748512,8.67,24,Education Loan,34082,ACTIVE
LN43080,CUST05000,2023-08-23,1135849,12.45,48,Personal Loan,30162,DELINQUENT
LN43081,CUST08120,2023-07-13,646894,18.01,36,Personal Loan,23390,CLOSED
LN43082,CUST05071,2021-04-16,619892,8.99,12,Business Loan,54207,ACTIVE
LN43083,CUST03980,2022-03-29,670077,10.64,24,Home Loan,31118,ACTIVE
LN43084,CUST01162,2022-07-11,104467,9.44,12,Education Loan,9157,ACTIVE
LN43085,CUST00084,2021-12-19,364457,11.29,120,Auto Loan,5080,ACTIVE
LN43086,CUST06408,2020-01-02,332294,15.31,240,Home Loan,4451,ACTIVE
LN43087,CUST06890,2021-03-20,307381,17.76,180,Personal Loan,4897,CLOSED
LN43088,CUST02505,2020-06-25,2080781,9.82,36,Business Loan,66965,DEFAULT
LN43089,CUST05975,2024-10-19,255373,17.63,24,Home Loan,12703,ACTIVE
LN43090,CUST07846,2020-03-30,567614,16.38,180,Education Loan,8487,ACTIVE
LN43091,CUST09722,2021-09-05,282427,8.95,24,Home Loan,12896,ACTIVE
LN43092,CUST02311,2020-12-01,318358,8.81,240,Business Loan,2825,ACTIVE
LN43093,CUST06020,2023-07-02,1156083,15.95,12,Auto Loan,104865,DELINQUENT
LN43094,CUST00370,2022-05-21,54634,16.43,24,Personal Loan,2686,ACTIVE
LN43095,CUST01145,2022-11-20,213115,10.67,180,Home Loan,2378,CLOSED
LN43096,CUST04531,2021-04-03,777304,9.47,60,Home Loan,16313,ACTIVE
LN43097,CUST02147,2024-10-25,137297,16.94,180,Education Loan,2107,ACTIVE
LN43098,CUST08617,2022-11-30,449279,9.0,240,Auto Loan,4042,ACTIVE
LN43099,CUST02106,2023-04-07,1446843,9.53,36,Education Loan,46366,ACTIVE
LN43100,CUST02525,2024-01-05,528305,10.49,48,Home Loan,13523,ACTIVE
LN43101,CUST05711,2023-01-17,758653,11.14,180,Home Loan,8689,ACTIVE
LN43102,CUST03448,2024-11-02,193296,10.24,120,Auto Loan,2580,ACTIVE
LN43103,CUST04957,2023-06-15,154297,13.08,60,Personal Loan,3517,ACTIVE
LN43104,CUST05414,2020-07-29,283543,14.86,12,Auto Loan,25573,CLOSED
LN43105,CUST05383,2021-11-04,758938,11.54,48,Personal Loan,19814,ACTIVE
LN43106,CUST07130,2020-02-21,753629,17.54,60,Personal Loan,18949,ACTIVE
LN43107,CUST01037,2020-04-13,558673,14.59,60,Business Loan,13170,ACTIVE
LN43108,CUST05384,2020-08-16,416249,13.92,24,Business Loan,19969,CLOSED
LN43109,CUST04402,2021-04-01,2823861,10.83,48,Business Loan,72751,ACTIVE
LN43110,CUST08142,2024-06-02,522202,18.44,120,Education Loan,9557,ACTIVE
LN43111,CUST06762,2023-08-05,1985975,17.1,48,Auto Loan,57408,CLOSED
LN43112,CUST01136,2023-06-11,141045,15.31,36,Auto Loan,4910,ACTIVE
LN43113,CUST05434,2020-01-03,1104407,9.66,60,Auto Loan,23281,DELINQUENT
LN43114,CUST02933,2021-01-22,2706677,11.22,60,Education Loan,59147,ACTIVE
LN43115,CUST08971,2021-07-18,339751,10.35,120,Home Loan,4555,ACTIVE
LN43116,CUST07054,2023-02-09,219736,9.48,48,Home Loan,5518,ACTIVE
LN43117,CUST07567,2023-05-12,249385,15.99,240,Business Loan,3467,DELINQUENT
LN43118,CUST09974,2023-01-07,414793,13.66,240,Auto Loan,5055,CLOSED
LN43119,CUST08830,2021-04-21,179729,14.18,120,Education Loan,2810,CLOSED
LN43120,CUST08337,2021-11-10,253615,9.12,180,Business Loan,2590,ACTIVE
LN43121,CUST00428,2024-09-04,119154,15.48,36,Education Loan,4158,ACTIVE
LN43122,CUST02107,2024-02-22,581122,8.7,12,Home Loan,50739,ACTIVE
LN43123,CUST08494,2020-03-13,2334585,10.89,120,Home Loan,32013,ACTIVE
LN43124,CUST08321,2021-04-24,2154421,12.38,180,Home Loan,26385,DELINQUENT
LN43125,CUST08237,2020-07-09,1137553,14.6,12,Personal Loan,102459,ACTIVE
LN43126,CUST02376,2021-05-15,200381,12.84,24,Education Loan,9511,ACTIVE
LN43127,CUST02430,2024-10-05,776591,16.16,180,Education Loan,11492,DELINQUENT
LN43128,CUST06825,2020-11-28,649520,12.94,180,Education Loan,8192,ACTIVE
LN43129,CUST00356,2022-08-30,296964,11.87,12,Personal Loan,26366,ACTIVE
LN43130,CUST05092,2024-01-29,925815,18.05,36,Education Loan,33493,ACTIVE
LN43131,CUST04080,2022-06-03,2948584,13.37,180,Home Loan,38027,DELINQUENT
LN43132,CUST02350,2022-04-05,237678,18.19,48,Home Loan,7005,DELINQUENT
LN43133,CUST06442,2023-03-02,65673,11.84,120,Personal Loan,936,ACTIVE
LN43134,CUST03306,2020-01-04,2627286,17.09,24,Auto Loan,130012,CLOSED
LN43135,CUST07136,2023-06-16,188499,14.67,240,Personal Loan,2436,ACTIVE
LN43136,CUST04284,2023-01-24,233741,13.26,36,Auto Loan,7904,ACTIVE
LN43137,CUST03990,2023-09-13,2291264,17.17,36,Personal Loan,81883,ACTIVE
LN43138,CUST06770,2024-04-16,275871,15.41,60,Personal Loan,6622,CLOSED
LN43139,CUST04569,2020-01-31,294807,10.0,180,Personal Loan,3168,CLOSED
LN43140,CUST00077,2021-11-09,749802,17.39,120,Auto Loan,13217,ACTIVE
LN43141,CUST00948,2021-11-19,258526,9.55,48,Personal Loan,6501,DELINQUENT
LN43142,CUST06883,2024-12-18,250468,16.88,120,Business Loan,4334,ACTIVE
LN43143,CUST03009,2021-02-22,2256687,17.72,60,Personal Loan,56961,CLOSED
LN43144,CUST06645,2022-01-31,626915,12.6,180,Education Loan,7767,ACTIVE
LN43145,CUST04913,2023-12-30,265767,11.84,60,Education Loan,5890,CLOSED
LN43146,CUST02878,2024-06-08,1421573,14.61,24,Business Loan,68664,ACTIVE
LN43147,CUST05893,2024-03-08,849247,8.81,24,Business Loan,38723,CLOSED
LN43148,CUST03042,2023-05-29,241154,13.31,180,Personal Loan,3100,ACTIVE
LN43149,CUST09211,2020-07-14,297479,11.8,12,Business Loan,26402,ACTIVE
LN43150,CUST03221,2020-10-09,1087672,16.2,24,Education Loan,53359,ACTIVE
LN43151,CUST00315,2024-08-01,1168772,18.04,180,Education Loan,18855,CLOSED
LN43152,CUST04228,2021-03-17,1495621,15.81,12,Education Loan,135564,ACTIVE
LN43153,CUST06937,2022-10-18,784583,10.43,60,Home Loan,16836,ACTIVE
LN43154,CUST08878,2023-01-28,526730,12.08,180,Business Loan,6348,CLOSED
LN43155,CUST04284,2021-08-22,514538,16.02,180,Auto Loan,7564,ACTIVE
LN43156,CUST04802,2023-10-20,2844095,8.74,120,Home Loan,35628,ACTIVE
LN43157,CUST08027,2020-02-24,1890190,16.27,24,Business Loan,92793,CLOSED
LN43158,CUST02517,2021-09-27,2670687,13.06,36,Home Loan,90063,CLOSED
LN43159,CUST01806,2022-12-03,1905921,12.72,180,Education Loan,23764,ACTIVE
LN43160,CUST09384,2021-08-08,119279,11.98,24,Home Loan,5613,CLOSED
LN43161,CUST06267,2022-07-30,1866526,18.48,12,Personal Loan,171549,ACTIVE
LN43162,CUST04907,2021-09-07,956662,9.59,180,Auto Loan,10041,ACTIVE
LN43163,CUST03864,2020-08-23,1807504,13.31,12,Personal Loan,161704,DELINQUENT
LN43164,CUST04982,2024-01-28,1557618,16.75,48,Personal Loan,44743,ACTIVE
LN43165,CUST08195,2021-08-24,794181,8.7,60,Home Loan,16370,CLOSED
LN43166,CUST07567,2023-03-18,719428,9.28,48,Business Loan,17998,ACTIVE
LN43167,CUST02300,2021-01-21,940467,16.26,48,Personal Loan,26778,CLOSED
LN43168,CUST06633,2024-03-14,2839271,16.41,12,Auto Loan,258160,ACTIVE
LN43169,CUST07410,2022-06-27,231305,12.74,240,Education Loan,2667,CLOSED
LN43170,CUST05034,2023-03-07,567435,14.46,12,Business Loan,51071,CLOSED
LN43171,CUST00673,2023-03-27,2944300,9.17,120,Personal Loan,37568,ACTIVE
LN43172,CUST07924,2020-05-22,162765,8.98,60,Personal Loan,3377,ACTIVE
LN43173,CUST09613,2024-05-02,572435,16.27,180,Auto Loan,8515,CLOSED
LN43174,CUST00616,2022-08-17,239416,15.87,180,Auto Loan,3494,CLOSED
LN43175,CUST08197,2021-09-23,2116738,16.42,24,Business Loan,104067,ACTIVE
LN43176,CUST00154,2023-07-11,74542,11.98,120,Education Loan,1068,ACTIVE
LN43177,CUST02248,2022-02-23,566800,17.73,120,Personal Loan,10114,ACTIVE
LN43178,CUST07825,2023-05-27,1849181,8.55,12,Business Loan,161327,CLOSED
LN43179,CUST07044,2020-03-20,262119,11.1,48,Personal Loan,6787,ACTIVE
LN43180,CUST09185,2020-10-01,1702049,11.44,12,Business Loan,150779,ACTIVE
LN43181,CUST04503,2023-07-31,433318,15.56,240,Business Loan,5885,ACTIVE
LN43182,CUST05029,2024-11-20,67123,8.6,60,Home Loan,1380,ACTIVE
LN43183,CUST00609,2021-02-07,281247,10.14,60,Home Loan,5995,ACTIVE
LN43184,CUST03122,2022-04-27,105859,13.78,240,Education Loan,1299,ACTIVE
LN43185,CUST08571,2021-04-13,597703,16.79,12,Business Loan,54453,DELINQUENT
LN43186,CUST09835,2021-12-11,1300219,17.46,240,Home Loan,19527,ACTIVE
LN43187,CUST03310,2020-06-21,692754,16.55,48,Personal Loan,19828,ACTIVE
LN43188,CUST07036,2024-07-08,435855,13.89,180,Auto Loan,5772,DELINQUENT
LN43189,CUST07580,2023-11-20,1266808,15.34,36,Auto Loan,44125,ACTIVE
LN43190,CUST06109,2023-07-24,2366910,17.15,120,Education Loan,41361,DELINQUENT
LN43191,CUST01703,2020-01-05,257665,16.03,48,Home Loan,7306,ACTIVE
LN43192,CUST02764,2024-07-04,53113,8.83,12,Education Loan,4640,ACTIVE
LN43193,CUST09761,2024-08-18,62099,14.69,12,Education Loan,5595,ACTIVE
LN43194,CUST08581,2023-10-27,192772,11.36,12,Education Loan,17069,ACTIVE
LN43195,CUST08592,2023-01-22,194447,12.59,120,Education Loan,2856,CLOSED
LN43196,CUST01421,2023-08-28,789696,14.48,120,Business Loan,12490,ACTIVE
LN43197,CUST06662,2023-06-29,239896,10.27,60,Home Loan,5129,ACTIVE
LN43198,CUST00803,2022-10-18,1069556,14.3,12,Home Loan,96183,CLOSED
LN43199,CUST07809,2024-06-01,1469684,11.43,120,Business Loan,20604,ACTIVE
LN43200,CUST00946,2024-09-28,224229,16.3,48,Education Loan,6389,DELINQUENT
LN43201,CUST06338,2022-10-20,2255770,16.35,24,Business Loan,110827,DELINQUENT
LN43202,CUST00941,2020-09-04,2967678,10.99,60,Auto Loan,64509,CLOSED
LN43203,CUST05909,2024-12-18,373818,16.12,48,Home Loan,10617,CLOSED
LN43204,CUST00644,2024-10-26,936992,12.09,180,Auto Loan,11299,ACTIVE
LN43205,CUST06069,2022-09-24,647465,13.17,48,Personal Loan,17424,ACTIVE
LN43206,CUST03244,2023-02-25,754004,16.02,12,Auto Loan,68418,ACTIVE
LN43207,CUST05503,2022-08-28,233032,9.57,240,Business Loan,2182,CLOSED
LN43208,CUST02474,2024-08-01,2443798,8.65,120,Personal Loan,30496,ACTIVE
LN43209,CUST06723,2021-06-29,158000,8.72,240,Personal Loan,1393,ACTIVE
LN43210,CUST02883,2023-08-26,274470,13.44,60,Home Loan,6307,ACTIVE
LN43211,CUST02694,2021-03-06,1303331,14.64,48,Business Loan,36035,ACTIVE
LN43212,CUST03290,2022-05-09,529299,15.28,180,Business Loan,7509,DELINQUENT
LN43213,CUST00331,2022-02-17,1376033,10.85,240,Home Loan,14063,ACTIVE
LN43214,CUST08176,2021-05-02,733798,16.08,240,Education Loan,10253,CLOSED
LN43215,CUST01729,2022-02-16,1320883,12.4,240,Auto Loan,14914,ACTIVE
LN43216,CUST09670,2022-06-04,1831206,11.63,180,Personal Loan,21543,CLOSED
LN43217,CUST04415,2021-11-29,583363,11.54,120,Home Loan,8215,DEFAULT
LN43218,CUST04682,2020-02-03,1373632,13.84,240,Home Loan,16922,ACTIVE
LN43219,CUST05244,2022-10-29,219693,16.55,60,Business Loan,5406,CLOSED
LN43220,CUST01710,2023-08-04,583125,14.07,240,Education Loan,7280,ACTIVE
LN43221,CUST07574,2021-12-03,310481,9.39,240,Auto Loan,2871,DELINQUENT
LN43222,CUST04697,2022-10-12,665429,11.83,120,Business Loan,9481,ACTIVE
LN43223,CUST06095,2023-10-07,486431,13.52,12,Education Loan,43565,ACTIVE
LN43224,CUST08175,2021-05-19,521816,16.27,60,Personal Loan,12764,DEFAULT
LN43225,CUST01096,2022-04-14,876306,10.12,48,Home Loan,22275,CLOSED
LN43226,CUST04281,2020-04-02,1726339,17.78,120,Auto Loan,30861,ACTIVE
LN43227,CUST08833,2023-07-31,664420,13.6,12,Business Loan,59531,ACTIVE
LN43228,CUST03903,2021-01-08,1922685,17.28,120,Personal Loan,33757,DELINQUENT
LN43229,CUST06977,2022-02-21,534945,10.96,48,Personal Loan,13815,ACTIVE
LN43230,CUST00517,2024-05-14,586480,15.12,48,Personal Loan,16357,CLOSED
LN43231,CUST02822,2021-10-18,81552,8.88,180,Business Loan,821,ACTIVE
LN43232,CUST03201,2024-09-01,77803,16.87,24,Personal Loan,3841,CLOSED
LN43233,CUST02805,2022-05-28,348147,9.43,48,Personal Loan,8734,DELINQUENT
LN43234,CUST03889,2021-04-18,791439,16.46,36,Auto Loan,28004,DELINQUENT
LN43235,CUST06734,2020-09-06,2261152,17.28,36,Auto Loan,80931,ACTIVE
LN43236,CUST05753,2023-12-21,367199,13.79,36,Personal Loan,12512,ACTIVE
LN43237,CUST03357,2020-10-05,283226,13.69,60,Personal Loan,6544,CLOSED
LN43238,CUST02986,2020-04-01,297317,11.68,120,Business Loan,4210,ACTIVE
LN43239,CUST00605,2021-12-16,180650,12.33,240,Business Loan,2030,DEFAULT
LN43240,CUST00494,2021-10-30,2410032,10.77,36,Business Loan,78639,DELINQUENT
LN43241,CUST06266,2021-11-08,787902,16.16,48,Auto Loan,22393,DELINQUENT
LN43242,CUST07680,2021-02-07,285479,14.03,240,Education Loan,3556,ACTIVE
LN43243,CUST00244,2024-02-13,186054,18.46,36,Education Loan,6769,ACTIVE
LN43244,CUST07559,2024-03-29,694675,16.57,60,Home Loan,17104,DEFAULT
LN43245,CUST06689,2020-04-06,304124,12.53,48,Education Loan,8088,ACTIVE
LN43246,CUST09806,2020-01-05,286182,17.37,48,Auto Loan,8312,ACTIVE
LN43247,CUST06484,2020-08-27,1660206,10.86,36,Personal Loan,54243,CLOSED
